x,PDF
1e-05,0.0
1.1233240329780266e-05,0.0
1.2618568830660211e-05,0.0
1.4174741629268048e-05,0.0
1.5922827933410938e-05,0.0
1.788649529057435e-05,0.0
2.0092330025650458e-05,0.0
2.2570197196339216e-05,0.0
2.5353644939701114e-05,0.0
2.848035868435799e-05,0.0
3.199267137797385e-05,0.0
3.5938136638046256e-05,0.0
4.037017258596558e-05,0.0
4.534878508128582e-05,0.0
5.0941380148163754e-05,0.0
5.72236765935022e-05,0.0
6.428073117284319e-05,0.0
7.220809018385456e-05,0.0
8.111308307896872e-05,0.0
9.111627561154887e-05,0.0
0.00010235310218990269,0.0
0.00011497569953977356,0.0
0.0001291549665014884,0.0
0.000145082877849594,0.0
0.00016297508346206434,0.0
0.0001830738280295368,0.0
0.00020565123083486514,0.0
0.0002310129700083158,0.0
0.00025950242113997375,0.0
0.0002915053062825176,0.0
0.00032745491628777284,0.0
0.0003678379771828634,0.0
0.00041320124001153346,0.0
0.0004641588833612782,0.0
0.0005214008287999684,0.0
0.0005857020818056667,0.0
0.0006579332246575682,0.0
0.0007390722033525775,0.0
0.0008302175681319744,0.0
0.0009326033468832199,0.0
0.001047615752789665,0.0
0.0011768119524349979,0.0
0.0013219411484660286,0.0
0.001484968262254465,0.0
0.0016681005372000592,0.0
0.001873817422860383,0.0
0.00210490414451202,0.0
0.002364489412645407,0.0
0.0026560877829466868,0.0
0.0029836472402833404,0.0
0.003351602650938841,0.0
0.0037649358067924675,0.0
0.0042292428743894986,0.0
0.0047508101621027985,0.0
0.005336699231206307,0.0
0.005994842503189409,0.0
0.006734150657750821,0.0
0.007564633275546291,0.0
0.008497534359086439,0.0
0.009545484566618337,0.0
0.010722672220103232,0.0
0.012045035402587823,0.0
0.013530477745798061,0.0
0.01519911082952933,0.0
0.017073526474706904,0.0
0.019179102616724886,0.0
0.021544346900318846,0.0
0.02420128264794381,0.0
0.027185882427329403,0.0
0.030538555088334154,0.0
0.03430469286314919,0.0
0.03853528593710527,0.0
0.04328761281083057,0.0
0.04862601580065353,0.0
0.05462277217684343,0.0
0.061359072734131694,0.0
0.06892612104349695,0.0
0.0774263682681127,0.0
0.08697490026177834,0.0
0.09770099572992247,0.0
0.10974987654930568,0.0
0.12328467394420659,0.0
0.13848863713938717,0.0
0.15556761439304723,0.0
0.1747528400007683,0.0
0.19630406500402725,0.0
0.22051307399030456,0.0
0.2477076355991709,0.0
0.2782559402207126,0.0
0.31257158496882353,0.0
0.3511191734215127,0.0
0.3944206059437656,0.0
0.44306214575838776,0.0
0.49770235643321137,0.0
0.5590810182512223,0.0
0.6280291441834247,0.0
0.7054802310718645,0.0
0.7924828983539169,0.0
0.8902150854450392,0.0
1.0,0.0
