1.1645661335999707e-15	1.1212887264762459e-15	9.13991645110134e-16	4.575444020500961e-16	2.475404275741416e-16	2.865863787299321e-16	3.3422613532291007e-16	3.840623164530014e-16	4.2670354816700454e-16	4.489536163234368e-16	4.3224216968002145e-16	3.5141630555117196e-16	1.730448766885681e-16	9.644689127735284e-17	1.1196927254535786e-16	1.3090970804914025e-16	1.5081592818615274e-16	1.679766819783585e-16	1.7713331959513484e-16	1.7087175032839373e-16	1.3893033437539486e-16	6.744634433558905e-17	3.888553718767595e-17	4.546340324872798e-17	5.354297133294235e-17	6.218432253087075e-17	6.989107253345063e-17	7.44246185399609e-17	7.254913583994232e-17	5.956965756392204e-17	2.8806802492567195e-17	1.7416890219164046e-17	2.0799187551311604e-17	2.5072911994063602e-17	2.9878712654044686e-17	3.4559013984549184e-17	3.798491544014094e-17	3.8322906418539023e-17	3.262384725492139e-17	1.616665808323434e-17	1.0592590506546778e-17	1.3380239412856162e-17	1.716085525182102e-17	2.1894360997182785e-17	2.7321590471048497e-17	3.269092996720309e-17	3.626685672416678e-17	3.434230004512333e-17	1.896634008768357e-17	1.5007270638217202e-17	2.3230648553036097e-17	4.076844360502771e-17	8.086927290680267e-17	1.1718542969238317e-16	1.422365486838136e-16	1.4742115566243885e-16	1.2237009128371122e-16	5.5177874332883546e-17	3.56697164421976e-17	4.073299763685845e-17	4.6189337015702014e-17	5.099922503184817e-17	5.385639593538583e-17	5.3315738144456866e-17	4.771893427451421e-17	3.526985493435757e-17	1.4183778754216253e-17	8.788259058092429e-18	9.386780159349213e-18	1.0003314964264085e-17	1.0415751841984046e-17	1.0388506900400915e-17	9.704691392748053e-18	8.186833049545267e-18	5.679309854595803e-18	2.0938497990882264e-18	1.2627048592069538e-18	1.2620232713236353e-18	1.2426909019025538e-18	1.2003113923041226e-18	1.1017523127356842e-18	9.408875691918941e-19	7.201587131221126e-19	4.485583178306178e-19	1.4394577985074206e-19	7.9472369068704e-20	6.949077117788338e-20	5.938153173153652e-20	4.8313885312159975e-20	3.643059291279412e-20	2.4618510104527156e-20	1.4087844142275167e-20	6.015821844277242e-21	1.129618230173072e-21	3.1453673969804757e-22	8.913594541301809e-23	4.264039315913997e-24	-7.925660578062342e-24	-1.834119006107426e-24	-1.4409836757983145e-42
1.1220690517887e-15	9.145336755422113e-16	4.577524152336353e-16	2.4769130136278576e-16	2.867727601581572e-16	3.343954184385063e-16	3.8431027603160847e-16	4.270616097181965e-16	4.492804477815012e-16	4.3261765890245264e-16	3.51832251855302e-16	1.7324493797004332e-16	9.657378946470664e-17	1.121621351726819e-16	1.311484376631471e-16	1.5112010710346263e-16	1.6839360764333485e-16	1.776186912406742e-16	1.713800842485886e-16	1.394114841473455e-16	6.770786640680653e-17	3.904682831026367e-17	4.5674691714368036e-17	5.382132294085744e-17	6.252702373274942e-17	7.031151870888514e-17	7.491952156737065e-17	7.305712417771281e-17	6.00168002598596e-17	2.9043292845352974e-17	1.756713040047229e-17	2.098904901003843e-17	2.5320701285791246e-17	3.018954781587572e-17	3.493587780391795e-17	3.8428830224408504e-17	3.879661242708066e-17	3.304357591239058e-17	1.638757620651709e-17	1.0746407563168487e-17	1.3581680876482072e-17	1.7433402512947057e-17	2.22647194315142e-17	2.7800667311900105e-17	3.3292584253513e-17	3.6978119518153626e-17	3.5042596188236763e-17	1.9370850062827035e-17	1.5348006807690995e-17	2.3782248717771304e-17	4.17787989782853e-17	8.299829375312223e-17	1.2043824799760814e-16	1.463545390976727e-16	1.519463455093244e-16	1.2636262637144148e-16	5.705860483923505e-17	3.6957985234936515e-17	4.23064067918512e-17	4.806174731343642e-17	5.319182613648647e-17	5.634564883833534e-17	5.592186967911033e-17	5.0199003436736206e-17	3.7248438832335e-17	1.503405667190238e-17	9.35065195175319e-18	1.0036546460721827e-17	1.075039058758726e-17	1.1249323937458667e-17	1.1289264519309015e-17	1.0618410810429176e-17	9.014050040316928e-18	6.302193168734921e-18	2.3438187577388275e-18	1.4220960542595738e-18	1.4376845386770297e-18	1.4421423712464432e-18	1.3953490164169696e-18	1.2997156481549729e-18	1.1253793386471724e-18	8.730750194711976e-19	5.525067454187519e-19	1.8049436139256163e-19	1.0163847781111272e-19	9.086571394828058e-20	7.973795749220916e-20	6.694861365134318e-20	5.2522882909203636e-20	3.7348364830552233e-20	2.2907598451350175e-20	1.0804053425454077e-20	2.3582376066719546e-21	8.318362581333904e-22	3.623189311073775e-22	1.0300726071259447e-22	4.83967289492735e-24	-8.670178822540407e-24	-1.8909434464288015e-24	-1.346672473882659e-42
9.153455793047282e-16	4.581116948045982e-16	2.4785141952759017e-16	2.870025609557553e-16	3.3467704775029377e-16	3.845786480262033e-16	4.2741926457890525e-16	4.497436673701766e-16	4.3301560368989845e-16	3.522054037058445e-16	1.7348325126899522e-16	9.670397827153026e-17	1.1233124369651224e-16	1.3139952402078243e-16	1.514247198846853e-16	1.6876558990149934e-16	1.7809368809750891e-16	1.7188263985176422e-16	1.3985303441117764e-16	6.795538191633037e-17	3.9205747194380446e-17	4.587293668977092e-17	5.408182144732846e-17	6.2864131002956e-17	7.071256446687299e-17	7.538466827279237e-17	7.355703413006078e-17	6.044862489638684e-17	2.9266908328352615e-17	1.771474410426351e-17	2.117416199823033e-17	2.55567355801443e-17	3.04937489765797e-17	3.5306091754598646e-17	3.885534243643013e-17	3.925753859734416e-17	3.345843834199757e-17	1.660159627014187e-17	1.0895346277495998e-17	1.3781544919898304e-17	1.7699257765839187e-17	2.2622662443125097e-17	2.827635543188674e-17	3.388285599572334e-17	3.766589689795246e-17	3.5736699356609463e-17	1.976964335023058e-17	1.5678351189262752e-17	2.4326881772999622e-17	4.2779016166271925e-17	8.50715298399586e-17	1.2363268879277377e-16	1.5044586927611465e-16	1.5637542717068693e-16	1.3026638190159423e-16	5.893153690914016e-17	3.822502071699043e-17	4.384277461520564e-17	4.99278177158684e-17	5.53587132423664e-17	5.877937544179709e-17	5.851780663121202e-17	5.266288068306453e-17	3.919184366631507e-17	1.5880488002028523e-17	9.913097689888852e-18	1.0680869287180589e-17	1.1496751794047966e-17	1.2091772915418827e-17	1.2195081503063413e-17	1.1541315127770492e-17	9.864634939730183e-18	6.940312094466539e-18	2.6013778119902314e-18	1.5921746011659322e-18	1.6194738551452976e-18	1.6431894395832196e-18	1.6196125300035853e-18	1.5111950747699124e-18	1.3278425265918848e-18	1.04447013917354e-18	6.69952769197887e-19	2.2236455851451633e-19	1.274694505193732e-19	1.162318887805932e-19	1.042848637549914e-19	8.991632707865302e-20	7.279498138421501e-20	5.3856381178626687e-20	3.4759430093453964e-20	1.7571344996122264e-20	4.236064621811633e-21	1.7369086336421682e-21	9.58386640779906e-22	4.1878319757337645e-22	1.1693537327918146e-22	5.295315661189668e-24	-8.940511027292907e-24	-1.7675215675324068e-24	-1.0332413545339143e-42
4.586268292052035e-16	2.4810461191722194e-16	2.8725600754036477e-16	3.350244443664929e-16	3.8499356435358176e-16	4.278188873700609e-16	4.502267630275703e-16	4.3356455950517443e-16	3.5261274818271388e-16	1.73708315917079e-16	9.685990302326961e-17	1.125092746872609e-16	1.3162875729315343e-16	1.5175050335928728e-16	1.6914576120798928e-16	1.7852930692418175e-16	1.723830529375995e-16	1.402963096467508e-16	6.81867343350165e-17	3.9358374600350256e-17	4.607052981792196e-17	5.432940134786931e-17	6.31833354488367e-17	7.111061550831118e-17	7.583257927013978e-17	7.403122457991972e-17	6.087665114631052e-17	2.948445645831472e-17	1.7855358203669156e-17	2.1357134379061683e-17	2.5788230304804878e-17	3.078528378144676e-17	3.567028250873917e-17	3.927637674204271e-17	3.97026351742509e-17	3.386395023416971e-17	1.6814004746302468e-17	1.1040248583223944e-17	1.3975853058199942e-17	1.7963962013406852e-17	2.2973084112859567e-17	2.873774000503616e-17	3.44707642395952e-17	3.834277194111455e-17	3.640999511551987e-17	2.0165996602598625e-17	1.6004909911934507e-17	2.4856360570279213e-17	4.376903895778418e-17	8.712880844545626e-17	1.267509092694175e-16	1.544727378172991e-16	1.6078490425386932e-16	1.340952182349535e-16	6.076649193915405e-17	3.948908212362224e-17	4.535656571028849e-17	5.1753194797468776e-17	5.752169906410312e-17	6.118835028709987e-17	6.105979094310033e-17	5.512056474944446e-17	4.1125188419926305e-17	1.671299000875856e-17	1.0473690533789476e-17	1.1326005932482695e-17	1.2237709702830018e-17	1.2934319513248097e-17	1.3111457070411519e-17	1.247030420608738e-17	1.0724560026925633e-17	7.59701080938352e-18	2.865453809470976e-18	1.7675543975379774e-18	1.8135869913569864e-18	1.8514017278280184e-18	1.8458368708958542e-18	1.7544924251553236e-18	1.5442636399378165e-18	1.2326686617827647e-18	8.016620836184143e-19	2.6969622104889226e-19	1.5707632568484887e-19	1.4580618515885874e-19	1.334286895388179e-19	1.1762439976675605e-19	9.779149829873299e-20	7.466081771029655e-20	5.013498779171644e-20	2.6668634661574206e-20	6.89102062941206e-21	3.1207191108271727e-21	2.0016243212799196e-21	1.108004856909955e-21	4.755213355400889e-22	1.2797479474449433e-22	5.461712469003945e-24	-8.358940142495452e-24	-1.3564606801811247e-24	-3.918435732919305e-43
2.483730818417908e-16	2.875372781784798e-16	3.3530610135374224e-16	3.8537687297694553e-16	4.282623204648223e-16	4.506286302249962e-16	4.3401190045827807e-16	3.530448258193829e-16	1.7390185607143767e-16	9.698145596249502e-17	1.1268591284477872e-16	1.3183179089552906e-16	1.5200880408044168e-16	1.6950249391163046e-16	1.7892389685481075e-16	1.7279738730197227e-16	1.4069880624650521e-16	6.839996153610906e-17	3.9490697172397344e-17	4.624792357946957e-17	5.4561109747126276e-17	6.346989363620374e-17	7.146866702677435e-17	7.625622291889529e-17	7.446794088915444e-17	6.126650261547408e-17	2.969197363571797e-17	1.7987319892618207e-17	2.152574923391832e-17	2.60099729932389e-17	3.1062823869764915e-17	3.600978279196424e-17	3.967984188594294e-17	4.0131151546954356e-17	3.4246445059406515e-17	1.7017067782082517e-17	1.1181029209528045e-17	1.4161124883976923e-17	1.821646741563786e-17	2.3315674780221168e-17	2.9181647766509963e-17	3.5031739583870566e-17	3.900641355605608e-17	3.706273174215404e-17	2.0545063324823528e-17	1.6325094406455182e-17	2.5373010449554725e-17	4.471978624392825e-17	8.914143182087877e-17	1.2981062110027575e-16	1.5836209019809236e-16	1.6508152023372734e-16	1.3787060016120294e-16	6.254991416101595e-17	4.0716932245716964e-17	4.685447602776274e-17	5.353784788713495e-17	5.962218649363568e-17	6.357642093959961e-17	6.355953371658774e-17	5.751253949419355e-17	4.304260625043091e-17	1.7536704039369245e-17	1.1022285592075713e-17	1.1965993120362267e-17	1.2976331862156008e-17	1.3767344785105446e-17	1.4024460779483866e-17	1.3406793203254865e-17	1.1587315855685188e-17	8.258911705045825e-18	3.136452887797452e-18	1.9469032996792115e-18	2.0132703661470766e-18	2.073226388277294e-18	2.0796390264517887e-18	1.999471871081797e-18	1.792809011298268e-18	1.4335169743356944e-18	9.460700243311754e-19	3.2270346616722256e-19	1.9050292084119902e-19	1.7966446137863266e-19	1.6737149107713907e-19	1.5048976888262745e-19	1.2792092006199178e-19	1.0029378358957294e-19	6.949892707065471e-20	3.846366474327401e-20	1.0458296220501688e-20	5.076416724621632e-21	3.596183867015957e-21	2.3140092708458983e-21	1.2580677670279521e-21	5.203914532517995e-22	1.3199060909335058e-22	5.106217592591133e-24	-6.414684712052178e-24	-5.143985904641081e-25	-3.011267478139562e-43
2.8787332095659105e-16	3.3566345717792336e-16	3.8573422915276254e-16	4.287257969592607e-16	4.511347326041386e-16	4.3443687531859625e-16	3.53439662228021e-16	1.741300112241386e-16	9.709790884094111e-17	1.128370871065399e-16	1.3205018784489118e-16	1.5225644398960016e-16	1.6980569975249428e-16	1.7931676365553054e-16	1.7319429039838736e-16	1.4104918669190015e-16	6.860212879724966e-17	3.96176158985685e-17	4.6407423212046493e-17	5.4775934683270773e-17	6.374609944504067e-17	7.179901297630195e-17	7.664681355875352e-17	7.489043923146368e-17	6.163325031513721e-17	2.9884704917139525e-17	1.811548511470911e-17	2.168671327945587e-17	2.6217590002163913e-17	3.133263108382326e-17	3.63375669157271e-17	4.00609695363267e-17	4.054690481012455e-17	3.461906666317055e-17	1.7210765122330024e-17	1.1317041670197483e-17	1.4342942342101157e-17	1.8459552055408187e-17	2.364545046444993e-17	2.96193870696378e-17	3.557594732482285e-17	3.9644631235512015e-17	3.7707480110864414e-17	2.091519218953583e-17	1.6633401313600184e-17	2.5882846440322135e-17	4.565325495306643e-17	9.108563359445788e-17	1.3282065836587726e-16	1.6219891307190449e-16	1.6925262419019413e-16	1.4156712889944183e-16	6.431653848355698e-17	4.1915550280565406e-17	4.831552083764225e-17	5.531073141307462e-17	6.168352915480482e-17	6.590370617668956e-17	6.604586061206253e-17	5.987223960962427e-17	4.491433935497453e-17	1.8355921932366472e-17	1.1566528933196131e-17	1.2593842006836142e-17	1.3710758389653308e-17	1.4599552890617635e-17	1.4928987212024228e-17	1.434160296840633e-17	1.245857233043714e-17	8.924086149498801e-18	3.4100160034053044e-18	2.1312152122389824e-18	2.2177432384592402e-18	2.30169623312169e-18	2.3290112801003506e-18	2.2529290274483253e-18	2.043315350199601e-18	1.6643819227643114e-18	1.1003157690154933e-18	3.8086681949982845e-19	2.2796489701387217e-19	2.1791677081017646e-19	2.062553809245861e-19	1.8878905373345776e-19	1.6367739305032188e-19	1.312055057204155e-19	9.336776073654773e-20	5.332433117316187e-20	1.508510672828613e-20	7.704992578246731e-21	5.850352630939165e-21	4.157784572779314e-21	2.6276349865435546e-21	1.37689794915836e-21	5.367676285459789e-22	1.2341020889140861e-22	3.9188711773074256e-24	-2.4327946141497665e-24	-3.9534290152581125e-25	-3.5110729533839295e-43
3.3614894286180715e-16	3.8625241820341413e-16	4.292423587419099e-16	4.517482088491721e-16	4.3504541017699556e-16	3.5388385776708665e-16	1.7437309910747377e-16	9.725226246435472e-17	1.130039096578896e-16	1.3226401108581716e-16	1.5255097226139862e-16	1.7012950195797802e-16	1.7968734400484009e-16	1.7362271390887412e-16	1.4141237342518458e-16	6.879204057976374e-17	3.974573184392918e-17	4.656948302067985e-17	5.4980089057305324e-17	6.401483694623624e-17	7.213146377114668e-17	7.702244885026825e-17	7.529490993124508e-17	6.200011996530137e-17	3.007193541207938e-17	1.823812971399376e-17	2.184729504476525e-17	2.642096371473679e-17	3.159149348054749e-17	3.6663354803181547e-17	4.043684137936123e-17	4.09477135220539e-17	3.498741583137203e-17	1.7402853426510755e-17	1.1449032548192323e-17	1.4521444238406798e-17	1.870174297012571e-17	2.3967625762442052e-17	3.00466526444317e-17	3.611961857623245e-17	4.0271664312941966e-17	3.833507331703589e-17	2.128493704867913e-17	1.693775580655189e-17	2.637896952410798e-17	4.6583510159726966e-17	9.30127184687045e-17	1.3575515584739364e-16	1.660059928028737e-16	1.7340138071054362e-16	1.451843490146093e-16	6.605928166300406e-17	4.311134205847858e-17	4.9751618581593104e-17	5.705128194746672e-17	6.374382666616656e-17	6.820113137515073e-17	6.848252938287082e-17	6.22315805108573e-17	4.677011108167953e-17	1.9159452026255897e-17	1.211021082838593e-17	1.3219348610240015e-17	1.4434156030154066e-17	1.5430127536846562e-17	1.583580476792239e-17	1.5270817786873718e-17	1.3330961946714323e-17	9.597753961272209e-18	3.6856812573243615e-18	2.3177435551379514e-18	2.428368641705687e-18	2.5361655305694466e-18	2.586385738921053e-18	2.5237804380521628e-18	2.302968700076122e-18	1.897469428169001e-18	1.277873645246069e-18	4.430855836676737e-19	2.691273981263374e-19	2.6084193879414864e-19	2.5023853477672992e-19	2.3271321064906904e-19	2.053898414636557e-19	1.6792664464453492e-19	1.2217867563285503e-19	7.165800056500605e-20	2.09191276260536e-20	1.1116807854709802e-20	8.882136201475245e-21	6.765853114794358e-21	4.722612917599821e-21	2.8766245293755623e-21	1.420621359965289e-21	5.020128072041871e-22	9.473995699572729e-23	1.4866596143789081e-24	-1.8702516524056827e-24	-4.610891373463407e-25	-4.106543842048868e-43
3.868104401548282e-16	4.298182926302874e-16	4.52291769343296e-16	4.356362936433121e-16	3.543789784355718e-16	1.7459196191078304e-16	9.73878686239712e-17	1.1318336339467884e-16	1.3245933820188057e-16	1.5279774131831294e-16	1.7045832504420707e-16	1.8002969459357822e-16	1.7398124193851279e-16	1.4176194719298685e-16	6.896905986864798e-17	3.985569497827511e-17	4.672000349966966e-17	5.517199521313917e-17	6.425332026320943e-17	7.243543326137176e-17	7.737895897557855e-17	7.566379581697771e-17	6.233487012550273e-17	3.025088795810975e-17	1.8352363261212996e-17	2.1995168545240895e-17	2.6616557194993376e-17	3.1836501219337474e-17	3.6966197771413185e-17	4.079931488077505e-17	4.1331837550223076e-17	3.5333210781055e-17	1.7587992139871553e-17	1.157679554616415e-17	1.4690784067925747e-17	1.8934460342005214e-17	2.4282043313748428e-17	3.045599607988376e-17	3.664059128464829e-17	4.0887028503521226e-17	3.894133020456695e-17	2.1639162406135698e-17	1.7237158158270105e-17	2.68616023924676e-17	4.7476346362010195e-17	9.490784007563657e-17	1.3862707997415966e-16	1.6967339866533995e-16	1.7747111045257234e-16	1.4874289523570434e-16	6.774706934256279e-17	4.427942938405892e-17	5.1170878581441844e-17	5.874693931688419e-17	6.574964711191927e-17	7.047900852643413e-17	7.086973715836478e-17	6.452742112887247e-17	4.8613066518286354e-17	1.9951050041257926e-17	1.264031435037343e-17	1.3840698228215657e-17	1.5151041903762683e-17	1.624421475174104e-17	1.673668288942802e-17	1.6198372311298466e-17	1.419467251136342e-17	1.0269802984089904e-17	3.9639021143253716e-18	2.505105542691267e-18	2.6409001395932685e-18	2.777027859614106e-18	2.849851132905134e-18	2.8026738638555412e-18	2.5798317503507163e-18	2.1385859729015484e-18	1.4568304130629882e-18	5.145854296059349e-19	3.1309179190518056e-19	3.079403814626209e-19	2.9952994179789963e-19	2.8233793090720857e-19	2.5317596662140865e-19	2.1072165064854774e-19	1.5637317453631533e-19	9.376968238936979e-20	2.8111377515211245e-20	1.5416101831502615e-20	1.2815176495507826e-20	1.0272052688126767e-20	7.684970789566373e-21	5.170109997450081e-21	2.967966915100935e-21	1.3286362869738064e-21	3.8538621970400043e-22	3.594041010863519e-23	1.1428926349909149e-24	-2.18127429494276e-24	-5.392880415362072e-25	-4.7148224558401066e-43
4.304238109742917e-16	4.528823807000647e-16	4.3614481923144323e-16	3.548475679983391e-16	1.7482996160460755e-16	9.750660557406462e-17	1.133371169478814e-16	1.3266492774266968e-16	1.5301790254017693e-16	1.7072793595939512e-16	1.803711812232005e-16	1.743064670569259e-16	1.4204958672100324e-16	6.913707200308194e-17	3.9956820154660204e-17	4.6847581289485265e-17	5.534833464763448e-17	6.447528102065717e-17	7.270267849875186e-17	7.770225411855599e-17	7.601129004138179e-17	6.26380146492523e-17	3.0413126942770266e-17	1.8460912443799288e-17	2.2132140040254252e-17	2.679575007335477e-17	3.207103507496532e-17	3.7251552488009683e-17	4.113484543930928e-17	4.1700837579196675e-17	3.56633864955821e-17	1.7761184219741817e-17	1.1699534497902184e-17	1.4854189744012372e-17	1.9154574715647925e-17	2.4583317807181343e-17	3.0854423834217616e-17	3.7138435400806423e-17	4.1475276062038603e-17	3.9534948001580254e-17	2.1980590188382755e-17	1.752339139402623e-17	2.733544410145546e-17	4.8343244948087456e-17	9.67234073656001e-17	1.4144651316714694e-16	1.732566529836462e-16	1.8138529596921673e-16	1.5222842869528914e-16	6.940509617983304e-17	4.540912151924069e-17	5.255545073170456e-17	6.042064023163084e-17	6.770140509186965e-17	7.269415609305079e-17	7.323411662492899e-17	6.677436345137817e-17	5.0404685974259085e-17	2.0736468306647513e-17	1.3162093363520154e-17	1.444603253996871e-17	1.5862617859249232e-17	1.7050387144709188e-17	1.7619071284806368e-17	1.71192622109565e-17	1.505632141799303e-17	1.0934789300986161e-17	4.241308270728988e-18	2.694111672677495e-18	2.8542830844499643e-18	3.019965757333942e-18	3.1203925612412236e-18	3.088060921288984e-18	2.8648164093499496e-18	2.395600970295049e-18	1.6418948640869012e-18	5.866282718472924e-19	3.6360175081485296e-19	3.582323741656082e-19	3.536013255637392e-19	3.379400778632218e-19	3.071532287697487e-19	2.5973895873127733e-19	1.9621681436312435e-19	1.2000896854705864e-19	3.678445321222142e-20	2.0715601440380692e-20	1.7770656876267588e-20	1.4820021037441712e-20	1.1667056815750908e-20	8.412867945179728e-21	5.334086787503869e-21	2.775691804192504e-21	1.0199336315071837e-21	1.4619430167551144e-22	2.762875638937775e-23	1.3329077308505999e-24	-2.5511183060078697e-24	-6.191474493343749e-25	-5.214404760761719e-43
4.536489507741796e-16	4.368381418061054e-16	3.5536249371099666e-16	1.7511076115029236e-16	9.766720221180064e-17	1.1350746637073904e-16	1.328828038230789e-16	1.5329884429040365e-16	1.710223982388009e-16	1.807076818273057e-16	1.7468660209866394e-16	1.4235546374555537e-16	6.929699140710602e-17	4.006551116284439e-17	4.697976046773619e-17	5.551520617707835e-17	6.469969064185264e-17	7.297450751431105e-17	7.801103845226003e-17	7.635050791959357e-17	6.294352411800401e-17	3.056969402744403e-17	1.8565181623212193e-17	2.2269356472507322e-17	2.6970259540815277e-17	3.2296101983123416e-17	3.7536615565800526e-17	4.146412988873822e-17	4.2055700357527444e-17	3.599197981843338e-17	1.79322376973248e-17	1.181809101880476e-17	1.5015931493150305e-17	1.937312130912945e-17	2.4876150179729237e-17	3.1246098627571477e-17	3.7634948722821964e-17	4.2050726904222686e-17	4.0115111204042835e-17	2.2321985964266283e-17	1.7804925312656476e-17	2.7797242825031654e-17	4.9209970877198796e-17	9.851745591901504e-17	1.441932185296254e-16	1.7683050332609777e-16	1.852683916531647e-16	1.5562998228236055e-16	7.105162033726296e-17	4.653364151403563e-17	5.391156532412365e-17	6.207308160716278e-17	6.964995692912575e-17	7.487327801442968e-17	7.555726911125339e-17	6.902167176345493e-17	5.217463908461213e-17	2.1506799211640656e-17	1.3684126919522292e-17	1.504661377895362e-17	1.6561075730462588e-17	1.7856227036724458e-17	1.8498717789978972e-17	1.802692953573249e-17	1.591679550799289e-17	1.1601843728398182e-17	4.517219960812037e-18	2.883471104937627e-18	3.070504240916447e-18	3.264902188213195e-18	3.3943303550551093e-18	3.3821745021327472e-18	3.1574260205710687e-18	2.660988420461752e-18	1.8397389490918985e-18	6.6133639956332e-19	4.1462411952682807e-19	4.161426295137007e-19	4.114671461885187e-19	3.9905837913887744e-19	3.6774658564619264e-19	3.152047804564078e-19	2.419286200446124e-19	1.5062975263318935e-19	4.709108045976569e-20	2.711457591593423e-20	2.3886336707237602e-20	2.0556577118839647e-20	1.6837437114971275e-20	1.2775745616269424e-20	8.682153473354997e-21	4.989940387392982e-21	2.131376329287044e-21	3.8701631043051394e-22	1.1241696235815393e-22	3.2231393483452757e-23	1.5593496123774556e-24	-2.9297258922476756e-24	-6.849463829016253e-25	-5.4327305489525115e-43
