x,PDF
1e-05,18.949244992481226
1.1233240329780266e-05,18.035346422595566
1.2618568830660211e-05,17.16847751225167
1.4174741629268048e-05,16.346784678962667
1.5922827933410938e-05,15.563400136311694
1.788649529057435e-05,14.818453383169297
2.0092330025650458e-05,14.112670925624231
2.2570197196339216e-05,13.440080486609455
2.5353644939701114e-05,12.798665910199276
2.848035868435799e-05,12.190869547985377
3.199267137797385e-05,11.611435709211772
3.5938136638046256e-05,11.05679479709831
4.037017258596558e-05,10.52987930014843
4.534878508128582e-05,10.02718111524307
5.0941380148163754e-05,9.545006213717334
5.72236765935022e-05,9.085380688640198
6.428073117284319e-05,8.646657289537782
7.220809018385456e-05,8.2259426695995
8.111308307896872e-05,7.824211654624201
9.111627561154887e-05,7.440854711853972
0.00010235310218990269,7.073464837137368
0.00011497569953977356,6.722037591228923
0.0001291549665014884,6.386868365975419
0.000145082877849594,6.0659999064332695
0.00016297508346206434,5.758714102760945
0.0001830738280295368,5.465814060930949
0.00020565123083486514,5.185796385229938
0.0002310129700083158,4.917659914192535
0.00025950242113997375,4.662278169997477
0.0002915053062825176,4.418509786459198
0.00032745491628777284,4.1851882934557985
0.0003678379771828634,3.9630648315570385
0.00041320124001153346,3.751397802726403
0.0004641588833612782,3.548995434619129
0.0005214008287999684,3.3563083390564707
0.0005857020818056667,3.173019023189323
0.0006579332246575682,2.9980191116804056
0.0007390722033525775,2.831340225304682
0.0008302175681319744,2.673090841670845
0.0009326033468832199,2.522277869343784
0.001047615752789665,2.3785576906882615
0.0011768119524349979,2.242336822966463
0.0013219411484660286,2.112773262489389
0.001484968262254465,1.9893106051254195
0.0016681005372000592,1.872441009530657
0.001873817422860383,1.7615095117195725
0.00210490414451202,1.6558492489892944
0.002364489412645407,1.5558943731835042
0.0026560877829466868,1.4612115097401686
0.0029836472402833404,1.3711071751009196
0.003351602650938841,1.2858379223023417
0.0037649358067924675,1.205226659708438
0.0042292428743894986,1.128641905134595
0.0047508101621027985,1.0560928827409268
0.005336699231206307,0.9876485880517959
0.005994842503189409,0.9227671957334443
0.006734150657750821,0.8612675115599087
0.007564633275546291,0.8033710345645505
0.008497534359086439,0.7485943896186471
0.009545484566618337,0.6966246724867688
0.010722672220103232,0.6477525606246856
0.012045035402587823,0.6015668476609914
0.013530477745798061,0.5576467766865696
0.01519911082952933,0.516236467102326
0.017073526474706904,0.4771217587246206
0.019179102616724886,0.43993848645862493
0.021544346900318846,0.4047879452261845
0.02420128264794381,0.37162238001797515
0.027185882427329403,0.34018981925445313
0.030538555088334154,0.31048703094087365
0.03430469286314919,0.28254720096751557
0.03853528593710527,0.25617298477671635
0.04328761281083057,0.23129881200852082
0.04862601580065353,0.20800533761075826
0.05462277217684343,0.1861148853665831
0.061359072734131694,0.16555172585675948
0.06892612104349695,0.14647671200138943
0.0774263682681127,0.12851120042281666
0.08697490026177834,0.11137814989726258
0.09770099572992247,0.09577707707839206
0.10974987654930568,0.08112683297519187
0.12328467394420659,0.06747557581224174
0.13848863713938717,0.05484004210947767
0.15556761439304723,0.04324858180676162
0.1747528400007683,0.03279804892104695
0.19630406500402725,0.023655543257036445
0.22051307399030456,0.01597860320291202
0.2477076355991709,0.009808157214152237
0.2782559402207126,0.00510607930069467
0.31257158496882353,0.0017686400107142614
0.3511191734215127,-0.0003492257251616541
0.3944206059437656,-0.0015236017895438566
0.44306214575838776,-0.0020024085168355455
0.49770235643321137,-0.001927297737769577
0.5590810182512223,-0.0014625113903378735
0.6280291441834247,-0.0006527986970104993
0.7054802310718645,1.8895773716813506e-06
0.7924828983539169,0.00011360657452336211
0.8902150854450392,2.4161505820284815e-05
1.0,-4.008470687920374e-24
