x,PDF
1e-05,17.115748325470086
1.1233240329780266e-05,16.282961363699513
1.2618568830660211e-05,15.490838384183174
1.4174741629268048e-05,14.737815272829096
1.5922827933410938e-05,14.01802939343294
1.788649529057435e-05,13.331508603772873
2.0092330025650458e-05,12.678940734377653
2.2570197196339216e-05,12.055453106933504
2.5353644939701114e-05,11.459278638034421
2.848035868435799e-05,10.892415725478665
3.199267137797385e-05,10.3510426217146
3.5938136638046256e-05,9.83257579599891
4.037017258596558e-05,9.339179833071517
4.534878508128582e-05,8.868185660772212
5.0941380148163754e-05,8.416823603022968
5.72236765935022e-05,7.986767793631913
6.428073117284319e-05,7.5764748808723805
7.220809018385456e-05,7.183385818519723
8.111308307896872e-05,6.808378141891236
9.111627561154887e-05,6.4508919803754825
0.00010235310218990269,6.108761887721073
0.00011497569953977356,5.7819993552824185
0.0001291549665014884,5.470857460961023
0.000145082877849594,5.173533140662627
0.00016297508346206434,4.889385051874333
0.0001830738280295368,4.6191520858626465
0.00020565123083486514,4.36137218353149
0.0002310129700083158,4.115075234192562
0.00025950242113997375,3.8811126607062025
0.0002915053062825176,3.658363097760534
0.00032745491628777284,3.445682103614031
0.0003678379771828634,3.2438086036026936
0.00041320124001153346,3.052011087287677
0.0004641588833612782,2.869115443298141
0.0005214008287999684,2.695567870810416
0.0005857020818056667,2.531052516502722
0.0006579332246575682,2.3744720341518186
0.0007390722033525775,2.2258572274906285
0.0008302175681319744,2.0853159057320054
0.0009326033468832199,1.9518662295384734
0.001047615752789665,1.8251695480368353
0.0011768119524349979,1.70562772214285
0.0013219411484660286,1.59240419021235
0.001484968262254465,1.4849440780209
0.0016681005372000592,1.3837333789761403
0.001873817422860383,1.2881337711239595
0.00210490414451202,1.1974928829188394
0.002364489412645407,1.1122282154217704
0.0026560877829466868,1.0319301623072394
0.0029836472402833404,0.9559385152878264
0.003351602650938841,0.8844987970200018
0.0037649358067924675,0.8174406811944898
0.0042292428743894986,0.7541599370759616
0.0047508101621027985,0.6946684885408271
0.005336699231206307,0.6390298190946168
0.005994842503189409,0.5867170372571967
0.006734150657750821,0.5375451228302026
0.007564633275546291,0.49172988328184863
0.008497534359086439,0.4488349387787088
0.009545484566618337,0.4085688567732448
0.010722672220103232,0.37118284014024977
0.012045035402587823,0.3363541269872512
0.013530477745798061,0.30375068026935675
0.01519911082952933,0.27357848718707056
0.017073526474706904,0.24564201224215332
0.019179102616724886,0.2196211933199802
0.021544346900318846,0.1956265386870496
0.02420128264794381,0.17358700469799765
0.027185882427329403,0.1532299605018199
0.030538555088334154,0.13455969321753863
0.03430469286314919,0.11760574089873235
0.03853528593710527,0.1021333493156923
0.04328761281083057,0.08806513688358546
0.04862601580065353,0.07549701888541031
0.05462277217684343,0.06421527600869899
0.061359072734131694,0.054113433554151304
0.06892612104349695,0.0453637302231329
0.0774263682681127,0.0376000900707679
0.08697490026177834,0.030543139878314043
0.09770099572992247,0.024805556613520165
0.10974987654930568,0.019833689808729904
0.12328467394420659,0.015629525706424334
0.13848863713938717,0.01214011949633601
0.15556761439304723,0.009268596275578125
0.1747528400007683,0.0069380978574054945
0.19630406500402725,0.00507920283072159
0.22051307399030456,0.0036247001280859162
0.2477076355991709,0.0025075767139845816
0.2782559402207126,0.0016715281906962997
0.31257158496882353,0.0010631389913035388
0.3511191734215127,0.0006368109576062973
0.3944206059437656,0.0003518537846909374
0.44306214575838776,0.0001737375930180287
0.49770235643321137,7.295242693035637e-05
0.5590810182512223,2.3978884064798764e-05
0.6280291441834247,5.196927819586541e-06
0.7054802310718645,3.0413182864427705e-07
0.7924828983539169,-1.6548652877560283e-07
0.8902150854450392,-2.1783058437962097e-08
1.0,1.1324718332067238e-26
